requirement_id,method,object_sequence,assessment_object,source_page_start,source_page_end
PE.L2-3.10.4,INTERVIEW,1,Personnel with physical access control responsibilities,194,195
PE.L2-3.10.4,INTERVIEW,2,personnel with information security responsibilities,194,195
PE.L2-3.10.4,TEST,1,Organizational processes for physical access control,194,195
PE.L2-3.10.4,TEST,2,mechanisms supporting or implementing physical access control,194,195
PE.L2-3.10.4,TEST,3,physical access control devices,194,195
PE.L2-3.10.5,EXAMINE,1,Physical and environmental protection policy,196,197
PE.L2-3.10.5,EXAMINE,2,procedures addressing physical access control,196,197
PE.L2-3.10.5,EXAMINE,3,system security plan,196,197
PE.L2-3.10.5,EXAMINE,4,physical access control logs or records,196,197
PE.L2-3.10.5,EXAMINE,5,inventory records of physical access control devices,196,197
PE.L2-3.10.5,EXAMINE,6,system entry and exit points,196,197
PE.L2-3.10.5,EXAMINE,7,records of key and lock combination changes,196,197
PE.L2-3.10.5,EXAMINE,8,storage locations for physical access control devices,196,197
PE.L2-3.10.5,EXAMINE,9,physical access control devices,196,197
PE.L2-3.10.5,EXAMINE,10,list of security safeguards controlling access to designated publicly accessible areas within facility,196,197
PE.L2-3.10.5,EXAMINE,11,other relevant documents or records,196,197
PE.L2-3.10.5,INTERVIEW,1,Personnel with physical access control responsibilities,196,197
PE.L2-3.10.5,INTERVIEW,2,personnel with information security responsibilities,196,197
PE.L2-3.10.5,TEST,1,Organizational processes for physical access control,196,197
PE.L2-3.10.5,TEST,2,mechanisms supporting or implementing physical access control,196,197
PE.L2-3.10.5,TEST,3,physical access control devices,196,197
PE.L2-3.10.6,EXAMINE,1,Physical and environmental protection policy,198,199
PE.L2-3.10.6,EXAMINE,2,procedures addressing alternate work sites for personnel,198,199
PE.L2-3.10.6,EXAMINE,3,system security plan,198,199
PE.L2-3.10.6,EXAMINE,4,list of safeguards required for alternate work sites,198,199
PE.L2-3.10.6,EXAMINE,5,assessments of safeguards at alternate work sites,198,199
PE.L2-3.10.6,EXAMINE,6,other relevant documents or records,198,199
PE.L2-3.10.6,INTERVIEW,1,Personnel approving use of alternate work sites,198,199
PE.L2-3.10.6,INTERVIEW,2,personnel using alternate work sites,198,199
PE.L2-3.10.6,INTERVIEW,3,personnel assessing controls at alternate work sites,198,199
PE.L2-3.10.6,INTERVIEW,4,personnel with information security responsibilities,198,199
PE.L2-3.10.6,TEST,1,Organizational processes for security at alternate work sites,198,199
PE.L2-3.10.6,TEST,2,mechanisms supporting alternate wo rk sites,198,199
PE.L2-3.10.6,TEST,3,safeguards employed at alternate work sites,198,199
PE.L2-3.10.6,TEST,4,means of communications between personnel at alternate work sites and security personnel,198,199
RA.L2-3.11.1,EXAMINE,1,Risk assessment policy,200,202
RA.L2-3.11.1,EXAMINE,2,security planning policy and procedures,200,202
RA.L2-3.11.1,EXAMINE,3,procedures addressing organizational risk assessments,200,202
RA.L2-3.11.1,EXAMINE,4,system security plan,200,202
RA.L2-3.11.1,EXAMINE,5,risk assessment,200,202
RA.L2-3.11.1,EXAMINE,6,risk assessment results,200,202
RA.L2-3.11.1,EXAMINE,7,risk assessment reviews,200,202
RA.L2-3.11.1,EXAMINE,8,risk assessment updates,200,202
RA.L2-3.11.1,EXAMINE,9,other relevant documents or records,200,202
RA.L2-3.11.1,INTERVIEW,1,Personnel with risk assessment responsibilities,200,202
RA.L2-3.11.1,INTERVIEW,2,personnel with information security responsibilities,200,202
RA.L2-3.11.1,TEST,1,Organizational processes for risk assessment,200,202
RA.L2-3.11.1,TEST,2,"mechanisms supporting or for conducting, documenting, reviewing, disseminating, and updating the risk assessment",200,202
RA.L2-3.11.2,EXAMINE,1,Risk assessment policy,203,205
RA.L2-3.11.2,EXAMINE,2,procedures addressing vulnerability scanning,203,205
RA.L2-3.11.2,EXAMINE,3,risk assessment,203,205
RA.L2-3.11.2,EXAMINE,4,system security plan,203,205
RA.L2-3.11.2,EXAMINE,5,security assessment report,203,205
RA.L2-3.11.2,EXAMINE,6,vulnerability scanning tools and associated configuration documentation,203,205
RA.L2-3.11.2,EXAMINE,7,vulnerability scanning results,203,205
RA.L2-3.11.2,EXAMINE,8,patch and vulnerability management records,203,205
RA.L2-3.11.2,EXAMINE,9,other relevant documents or records,203,205
RA.L2-3.11.2,INTERVIEW,1,"Personnel with risk assessment, security assessment and vulnerability scanning responsibilities",203,205
RA.L2-3.11.2,INTERVIEW,2,personnel with vulnerability scan analysis and remediation responsibilities,203,205
RA.L2-3.11.2,INTERVIEW,3,personnel with information security responsibilities,203,205
RA.L2-3.11.2,INTERVIEW,4,system or network administrators,203,205
RA.L2-3.11.2,TEST,1,"Organizational processes for vulnerability scanning, analysis, remediation, and information sharing",203,205
RA.L2-3.11.2,TEST,2,"mechanisms supporting or implementing vulnerability scanning, analysis, remediation, and information sharing]. 174 NIST SP 800-171A, pp. 49-50. RA.L2-3.11.2 - Vulnerability Scan",203,205
RA.L2-3.11.3,EXAMINE,1,Risk assessment policy,206,207
RA.L2-3.11.3,EXAMINE,2,procedures addressing vulnerability scanning,206,207
RA.L2-3.11.3,EXAMINE,3,risk assessment,206,207
RA.L2-3.11.3,EXAMINE,4,system security plan,206,207
RA.L2-3.11.3,EXAMINE,5,security assessment report,206,207
RA.L2-3.11.3,EXAMINE,6,vulnerability scanning tools and associated configuration documentation,206,207
RA.L2-3.11.3,EXAMINE,7,vulnerability scanning results,206,207
RA.L2-3.11.3,EXAMINE,8,patch and vulnerability management records,206,207
RA.L2-3.11.3,EXAMINE,9,other relevant documents or records,206,207
RA.L2-3.11.3,INTERVIEW,1,"Personnel with risk assessment, security assessment and vulnerability scanning responsibilities",206,207
RA.L2-3.11.3,INTERVIEW,2,personnel with vulnerability scan analysis responsibilities,206,207
RA.L2-3.11.3,INTERVIEW,3,personnel with vulnerability remediation responsibilities,206,207
RA.L2-3.11.3,INTERVIEW,4,personnel with information security responsibilities,206,207
RA.L2-3.11.3,INTERVIEW,5,system or network administrators,206,207
RA.L2-3.11.3,TEST,1,"Organizational processes for vulnerability scanning, analysis, remediation, and information sharing",206,207
RA.L2-3.11.3,TEST,2,"mechanisms supporting or implementing vulnerability scanning, analysis, remediation, and information sharing",206,207
CA.L2-3.12.1,EXAMINE,1,Security assessment and authorization policy,208,210
CA.L2-3.12.1,EXAMINE,2,procedures addressing security assessment planning,208,210
CA.L2-3.12.1,EXAMINE,3,procedures addressing security assessments,208,210
CA.L2-3.12.1,EXAMINE,4,security assessment plan,208,210
CA.L2-3.12.1,EXAMINE,5,system security plan,208,210
CA.L2-3.12.1,EXAMINE,6,other relevant documents or records,208,210
CA.L2-3.12.1,INTERVIEW,1,Personnel with security assessment responsibilities,208,210
CA.L2-3.12.1,INTERVIEW,2,personnel with information security responsibilities,208,210
CA.L2-3.12.1,TEST,1,"Mechanisms supporting security assessment, security assessment plan development, and security assessment reporting",208,210
CA.L2-3.12.2,EXAMINE,1,Security assessment and authorization policy,211,213
CA.L2-3.12.2,EXAMINE,2,procedures addressing plan of action,211,213
CA.L2-3.12.2,EXAMINE,3,system security plan,211,213
CA.L2-3.12.2,EXAMINE,4,security assessment plan,211,213
CA.L2-3.12.2,EXAMINE,5,security assessment report,211,213
CA.L2-3.12.2,EXAMINE,6,security assessment evidence,211,213
CA.L2-3.12.2,EXAMINE,7,plan of action,211,213
CA.L2-3.12.2,EXAMINE,8,other relevant documents or records,211,213
CA.L2-3.12.2,INTERVIEW,1,Personnel with plan of action development and implementation responsibilities,211,213
CA.L2-3.12.2,INTERVIEW,2,personnel with information security responsibilities,211,213
CA.L2-3.12.2,TEST,1,"Mechanisms for developing, implementing, and maintaining plan of action",211,213
CA.L2-3.12.3,EXAMINE,1,Security planning policy,214,215
CA.L2-3.12.3,EXAMINE,2,organizational procedures addressing system security plan development and implementation,214,215
CA.L2-3.12.3,EXAMINE,3,procedures addressing system security plan reviews and updates,214,215
CA.L2-3.12.3,EXAMINE,4,enterprise architecture documentation,214,215
CA.L2-3.12.3,EXAMINE,5,system security plan,214,215
CA.L2-3.12.3,EXAMINE,6,records of system security plan reviews and updates,214,215
CA.L2-3.12.3,EXAMINE,7,other relevant documents or records,214,215
CA.L2-3.12.3,INTERVIEW,1,Personnel with security planning and system security plan implementation responsibilities,214,215
CA.L2-3.12.3,INTERVIEW,2,personnel with information security responsibilities,214,215
CA.L2-3.12.3,TEST,1,"Organizational processes for system security plan development, review, update, and approval",214,215
CA.L2-3.12.3,TEST,2,mechanisms supporting the system security plan,214,215
CA.L2-3.12.4,EXAMINE,1,Security planning policy,216,218
CA.L2-3.12.4,EXAMINE,2,procedures addressing system security plan development and implementation,216,218
CA.L2-3.12.4,EXAMINE,3,procedures addressing system security plan reviews and updates,216,218
CA.L2-3.12.4,EXAMINE,4,enterprise architecture documentation,216,218
CA.L2-3.12.4,EXAMINE,5,system security plan,216,218
CA.L2-3.12.4,EXAMINE,6,records of system security plan reviews and updates,216,218
CA.L2-3.12.4,EXAMINE,7,other relevant documents or records,216,218
CA.L2-3.12.4,INTERVIEW,1,Personnel with security planning and system security plan implementation responsibilities,216,218
CA.L2-3.12.4,INTERVIEW,2,personnel with information security responsibilities,216,218
CA.L2-3.12.4,TEST,1,"Organizational processes for system security plan development, review, update, and approval",216,218
CA.L2-3.12.4,TEST,2,"mechanisms supporting the system security plan]. 184 NIST SP 800-171A, p. 52. CA.L2-3.12.4 - System Security Plan",216,218
SC.L2-3.13.1,EXAMINE,1,System and communications protection policy,219,221
SC.L2-3.13.1,EXAMINE,2,procedures addressing boundary protection,219,221
SC.L2-3.13.1,EXAMINE,3,system security plan,219,221
SC.L2-3.13.1,EXAMINE,4,list of key internal boundaries of the system,219,221
SC.L2-3.13.1,EXAMINE,5,system design documentation,219,221
SC.L2-3.13.1,EXAMINE,6,boundary protection hardware and software,219,221
SC.L2-3.13.1,EXAMINE,7,enterprise security architecture documentation,219,221
SC.L2-3.13.1,EXAMINE,8,system audit logs and records,219,221
SC.L2-3.13.1,EXAMINE,9,system configuration settings and associated documentation,219,221
SC.L2-3.13.1,EXAMINE,10,other relevant documents or records,219,221
SC.L2-3.13.1,INTERVIEW,1,System or network administrators,219,221
SC.L2-3.13.1,INTERVIEW,2,personnel with information security responsibilities,219,221
SC.L2-3.13.1,INTERVIEW,3,system developers,219,221
SC.L2-3.13.1,INTERVIEW,4,personnel with boundary protection responsibilities,219,221
SC.L2-3.13.1,TEST,1,"Mechanisms implementing boundary protection capability]. 187 NIST SP 800-171A, p. 53. SC.L2-3.13.1 - Boundary Protection [CUI Data",219,221
SC.L2-3.13.2,EXAMINE,1,Security planning policy,222,224
SC.L2-3.13.2,EXAMINE,2,procedures addressing system security plan development and implementation,222,224
SC.L2-3.13.2,EXAMINE,3,procedures addressing system security plan reviews and updates,222,224
SC.L2-3.13.2,EXAMINE,4,enterprise architecture documentation,222,224
SC.L2-3.13.2,EXAMINE,5,system security plan,222,224
SC.L2-3.13.2,EXAMINE,6,records of system security plan reviews and updates,222,224
SC.L2-3.13.2,EXAMINE,7,system and communications protection policy,222,224
SC.L2-3.13.2,EXAMINE,8,"procedures addressing security engineering principles used in the specification, design, development, implementation, and modification of the system",222,224
SC.L2-3.13.2,EXAMINE,9,security architecture documentation,222,224
SC.L2-3.13.2,EXAMINE,10,security requirements and specifications for the system,222,224
SC.L2-3.13.2,EXAMINE,11,system design documentation,222,224
SC.L2-3.13.2,EXAMINE,12,system configuration settings and associated documentation,222,224
SC.L2-3.13.2,EXAMINE,13,other relevant documents or records,222,224
SC.L2-3.13.2,INTERVIEW,1,Personnel with responsibility for determining information system security requirements,222,224
SC.L2-3.13.2,INTERVIEW,2,"personnel with information system design, development, implementation, and modification responsibilities",222,224
SC.L2-3.13.2,INTERVIEW,3,personnel with security planning and system security plan implementation responsibilities,222,224
SC.L2-3.13.2,INTERVIEW,4,"personnel with information security responsibilities]. 189 NIST SP 800-171A, pp. 53-54. SC.L2-3.13.2 - Security Engineering",222,224
SC.L2-3.13.2,TEST,1,"Organizational processes for system security plan development, review, update, and approval",222,224
SC.L2-3.13.2,TEST,2,mechanisms supporting the system security plan,222,224
SC.L2-3.13.2,TEST,3,"processes for applying security engineering principles in system specification, design, development, implementation, and modification",222,224
SC.L2-3.13.2,TEST,4,"automated mechanisms supporting the application of security engineering principles in information system specification, design, development, implementation, and modification",222,224
SC.L2-3.13.3,EXAMINE,1,System and communications protection policy,225,226
SC.L2-3.13.3,EXAMINE,2,procedures addressing application partitioning,225,226
SC.L2-3.13.3,EXAMINE,3,system design documentation,225,226
SC.L2-3.13.3,EXAMINE,4,system configuration settings and associated documentation,225,226
SC.L2-3.13.3,EXAMINE,5,system security plan,225,226
SC.L2-3.13.3,EXAMINE,6,system audit logs and records,225,226
SC.L2-3.13.3,EXAMINE,7,other relevant documents or records,225,226
SC.L2-3.13.3,INTERVIEW,1,System or network administrators,225,226
SC.L2-3.13.3,INTERVIEW,2,personnel with information security responsibilities,225,226
SC.L2-3.13.3,INTERVIEW,3,system developer,225,226
SC.L2-3.13.3,TEST,1,Separation of user functionality from system management functionality,225,226
SC.L2-3.13.4,EXAMINE,1,System and communications protection policy,227,228
SC.L2-3.13.4,EXAMINE,2,procedures addressing application partitioning,227,228
SC.L2-3.13.4,EXAMINE,3,system security plan,227,228
SC.L2-3.13.4,EXAMINE,4,system design documentation,227,228
SC.L2-3.13.4,EXAMINE,5,system configuration settings and associated documentation,227,228
SC.L2-3.13.4,EXAMINE,6,system audit logs and records,227,228
SC.L2-3.13.4,EXAMINE,7,other relevant documents or records,227,228
SC.L2-3.13.4,INTERVIEW,1,System or network administrators,227,228
SC.L2-3.13.4,INTERVIEW,2,personnel with information security responsibilities,227,228
SC.L2-3.13.4,INTERVIEW,3,system developer,227,228
SC.L2-3.13.4,TEST,1,Separation of user functionality from system management functionality,227,228
SC.L2-3.13.5,EXAMINE,1,System and commun ications protection policy,229,230
SC.L2-3.13.5,EXAMINE,2,procedures addressing boundary protection,229,230
SC.L2-3.13.5,EXAMINE,3,system security plan,229,230
SC.L2-3.13.5,EXAMINE,4,list of key internal boundaries of the system,229,230
SC.L2-3.13.5,EXAMINE,5,system design documentation,229,230
SC.L2-3.13.5,EXAMINE,6,boundary protection hardware and software,229,230
SC.L2-3.13.5,EXAMINE,7,system configuration settings and associated documentation,229,230
SC.L2-3.13.5,EXAMINE,8,enterprise security architecture documentation,229,230
SC.L2-3.13.5,EXAMINE,9,system audit logs and records,229,230
SC.L2-3.13.5,EXAMINE,10,other relevant documents or records,229,230
SC.L2-3.13.5,INTERVIEW,1,System or network administrators,229,230
SC.L2-3.13.5,INTERVIEW,2,personnel with information security responsibilities,229,230
SC.L2-3.13.5,INTERVIEW,3,system developers,229,230
SC.L2-3.13.5,INTERVIEW,4,personnel with boundary protection responsibilities,229,230
SC.L2-3.13.5,TEST,1,Mechanisms implementing boundary protection capability,229,230
SC.L2-3.13.6,EXAMINE,1,System and communications protection policy,231,232
SC.L2-3.13.6,EXAMINE,2,procedures addressing boundary protection,231,232
SC.L2-3.13.6,EXAMINE,3,system security plan,231,232
SC.L2-3.13.6,EXAMINE,4,system design documentation,231,232
SC.L2-3.13.6,EXAMINE,5,system configuration settings and associated documentation,231,232
SC.L2-3.13.6,EXAMINE,6,system audit logs and records,231,232
SC.L2-3.13.6,EXAMINE,7,other relevant documents or records,231,232
SC.L2-3.13.6,INTERVIEW,1,System or network administrators,231,232
SC.L2-3.13.6,INTERVIEW,2,personnel with information security responsibilities,231,232
SC.L2-3.13.6,INTERVIEW,3,system developer,231,232
SC.L2-3.13.6,INTERVIEW,4,personnel with boundary protection responsibilities,231,232
SC.L2-3.13.6,TEST,1,Mechanisms implementing traffic management at managed interfaces,231,232
SC.L2-3.13.7,EXAMINE,1,System and communications protection policy,233,234
SC.L2-3.13.7,EXAMINE,2,procedures addressing boundary protection,233,234
SC.L2-3.13.7,EXAMINE,3,system security plan,233,234
SC.L2-3.13.7,EXAMINE,4,system design documentation,233,234
SC.L2-3.13.7,EXAMINE,5,system hardware and software,233,234
SC.L2-3.13.7,EXAMINE,6,system architecture,233,234
SC.L2-3.13.7,EXAMINE,7,system configuration settings and associated documentation,233,234
SC.L2-3.13.7,EXAMINE,8,system audit logs and records,233,234
SC.L2-3.13.7,EXAMINE,9,other relevant documents or records,233,234
SC.L2-3.13.7,INTERVIEW,1,System or network administrators,233,234
SC.L2-3.13.7,INTERVIEW,2,personnel with information security responsibilities,233,234
SC.L2-3.13.7,INTERVIEW,3,system developer,233,234
SC.L2-3.13.7,INTERVIEW,4,personnel with boundary protection responsibilities,233,234
SC.L2-3.13.7,TEST,1,Mechanisms implementing boundary protection capability,233,234
SC.L2-3.13.7,TEST,2,m echanisms supporting or restricting non-remote connections,233,234
SC.L2-3.13.8,EXAMINE,1,System and communications protection policy,235,236
SC.L2-3.13.8,EXAMINE,2,procedures addressing transmission confidentiality and integrity,235,236
SC.L2-3.13.8,EXAMINE,3,system security plan,235,236
SC.L2-3.13.8,EXAMINE,4,system design documentation,235,236
SC.L2-3.13.8,EXAMINE,5,system configuration settings and associated documentation,235,236
SC.L2-3.13.8,EXAMINE,6,system audit logs and records,235,236
SC.L2-3.13.8,EXAMINE,7,other relevant documents or records,235,236
SC.L2-3.13.8,INTERVIEW,1,System or network administrators,235,236
SC.L2-3.13.8,INTERVIEW,2,personnel with information security responsibilities,235,236
SC.L2-3.13.8,INTERVIEW,3,system developer,235,236
SC.L2-3.13.8,TEST,1,Cryptographic mechanisms or mechanisms supporting or implementing transmission confidentiality,235,236
SC.L2-3.13.8,TEST,2,organizational processes for defining and implementing alternative physical safeguards,235,236
SC.L2-3.13.9,EXAMINE,1,System and communications protection policy,237,238
SC.L2-3.13.9,EXAMINE,2,procedures addressing network disconnect,237,238
SC.L2-3.13.9,EXAMINE,3,system design documentation,237,238
SC.L2-3.13.9,EXAMINE,4,system security plan,237,238
SC.L2-3.13.9,EXAMINE,5,system configuration settings and associated documentation,237,238
SC.L2-3.13.9,EXAMINE,6,system audit logs and records,237,238
SC.L2-3.13.9,EXAMINE,7,other relevant documents or records,237,238
SC.L2-3.13.9,INTERVIEW,1,System or network administrators,237,238
SC.L2-3.13.9,INTERVIEW,2,personnel with information security responsibilities,237,238
SC.L2-3.13.9,INTERVIEW,3,system developer,237,238
SC.L2-3.13.9,TEST,1,Mechanisms supporting or implementing network disconnect capability,237,238
SC.L2-3.13.10,EXAMINE,1,System and communications protection policy,239,241
SC.L2-3.13.10,EXAMINE,2,procedures addressing cryptographic key establishment and management,239,241
SC.L2-3.13.10,EXAMINE,3,system security plan,239,241
SC.L2-3.13.10,EXAMINE,4,system design documentation,239,241
SC.L2-3.13.10,EXAMINE,5,cryptographic mechanisms,239,241
SC.L2-3.13.10,EXAMINE,6,system configuration settings and associated documentation,239,241
SC.L2-3.13.10,EXAMINE,7,system audit logs and records,239,241
SC.L2-3.13.10,EXAMINE,8,other relevant documents or records,239,241
SC.L2-3.13.10,INTERVIEW,1,System or network administrators,239,241
SC.L2-3.13.10,INTERVIEW,2,personnel with information security responsibilities,239,241
SC.L2-3.13.10,INTERVIEW,3,personnel with responsibilities for cryptographic key establishment and management,239,241
SC.L2-3.13.10,TEST,1,Mechanisms supporting or implementing cryptographic key establishment and management,239,241
SC.L2-3.13.11,EXAMINE,1,System and communications protection policy,242,243
SC.L2-3.13.11,EXAMINE,2,procedures addressing cryptographic protection,242,243
SC.L2-3.13.11,EXAMINE,3,system security plan,242,243
SC.L2-3.13.11,EXAMINE,4,system design documentation,242,243
SC.L2-3.13.11,EXAMINE,5,system configuration settings and associated documentation,242,243
SC.L2-3.13.11,EXAMINE,6,cryptographic module validation certificates,242,243
SC.L2-3.13.11,EXAMINE,7,list of FIPS-validated cryptographic modules,242,243
SC.L2-3.13.11,EXAMINE,8,system audit logs and records,242,243
SC.L2-3.13.11,EXAMINE,9,any other relevant documents or records,242,243
SC.L2-3.13.11,INTERVIEW,1,System or network administrators,242,243
SC.L2-3.13.11,INTERVIEW,2,personnel with information security responsibilities,242,243
SC.L2-3.13.11,INTERVIEW,3,system developers,242,243
SC.L2-3.13.11,INTERVIEW,4,personnel with responsibilities for cryptographic protection,242,243
SC.L2-3.13.11,TEST,1,Mechanisms supporting or implementing cryptographic protection,242,243
SC.L2-3.13.12,EXAMINE,1,System and communications protection policy,244,245
SC.L2-3.13.12,EXAMINE,2,procedures addressing collaborative computing,244,245
SC.L2-3.13.12,EXAMINE,3,access control policy and procedures,244,245
SC.L2-3.13.12,EXAMINE,4,system security plan,244,245
SC.L2-3.13.12,EXAMINE,5,system design doc umentation,244,245
SC.L2-3.13.12,EXAMINE,6,system audit logs and records,244,245
SC.L2-3.13.12,EXAMINE,7,system configuration settings and associated documentation,244,245
SC.L2-3.13.12,EXAMINE,8,other relevant documents or records,244,245
SC.L2-3.13.12,INTERVIEW,1,System or network administrators,244,245
SC.L2-3.13.12,INTERVIEW,2,personnel with information security responsibilities,244,245
SC.L2-3.13.12,INTERVIEW,3,system developer,244,245
SC.L2-3.13.12,INTERVIEW,4,personnel with responsibilities for managing collaborative computing devices,244,245
SC.L2-3.13.12,TEST,1,Mechanisms supporting or implementing management of remote activation of collaborative computing devices,244,245
SC.L2-3.13.12,TEST,2,mechanisms providing an indication of use of collaborative computing devices,244,245
SC.L2-3.13.13,EXAMINE,1,System and communications protection policy,246,247
SC.L2-3.13.13,EXAMINE,2,procedures addressing mobile code,246,247
SC.L2-3.13.13,EXAMINE,3,"mobile code usage restrictions, mobile code implementation policy and procedures",246,247
SC.L2-3.13.13,EXAMINE,4,system audit logs and records,246,247
SC.L2-3.13.13,EXAMINE,5,system security plan,246,247
SC.L2-3.13.13,EXAMINE,6,list of acceptable mobile code and mobile code technologies,246,247
SC.L2-3.13.13,EXAMINE,7,list of unacceptable mobile code and mobile technologies,246,247
SC.L2-3.13.13,EXAMINE,8,authorization records,246,247
SC.L2-3.13.13,EXAMINE,9,system monitoring records,246,247
SC.L2-3.13.13,EXAMINE,10,other relevant documents or records,246,247
SC.L2-3.13.13,INTERVIEW,1,System or network administrators,246,247
SC.L2-3.13.13,INTERVIEW,2,personnel with information security responsibilities,246,247
SC.L2-3.13.13,INTERVIEW,3,personnel with responsibilities for managing mobile code,246,247
SC.L2-3.13.13,TEST,1,"Organizational process for controlling, authorizing, monitoring, and restricting mobile code",246,247
SC.L2-3.13.13,TEST,2,mechanisms supporting or implementing the management of mobile code,246,247
SC.L2-3.13.13,TEST,3,mechanisms supporting or implementing the monitoring of mobile code,246,247
SC.L2-3.13.14,EXAMINE,1,System and communications protection policy,248,249
SC.L2-3.13.14,EXAMINE,2,procedures addressing VoIP,248,249
SC.L2-3.13.14,EXAMINE,3,VoIP usage restrictions,248,249
SC.L2-3.13.14,EXAMINE,4,VoIP implementation guidance,248,249
SC.L2-3.13.14,EXAMINE,5,system security plan,248,249
SC.L2-3.13.14,EXAMINE,6,system design documentation,248,249
SC.L2-3.13.14,EXAMINE,7,system audit logs and records,248,249
SC.L2-3.13.14,EXAMINE,8,system configuration settings and associated documentation,248,249
SC.L2-3.13.14,EXAMINE,9,system monitoring records,248,249
SC.L2-3.13.14,EXAMINE,10,other relevant documents or records,248,249
SC.L2-3.13.14,INTERVIEW,1,System or network administrators,248,249
SC.L2-3.13.14,INTERVIEW,2,personnel with information security responsibilities,248,249
SC.L2-3.13.14,INTERVIEW,3,personnel with responsibilities for managing VoIP,248,249
SC.L2-3.13.14,TEST,1,"Organizational process for authorizing, monitoring, and controlling VoIP",248,249
SC.L2-3.13.14,TEST,2,"mechanisms supporting or implementing authorizing, monitoring, and controlling VoIP",248,249
SC.L2-3.13.15,EXAMINE,1,System and communications protection policy,250,251
SC.L2-3.13.15,EXAMINE,2,procedures addressing session authenticity,250,251
SC.L2-3.13.15,EXAMINE,3,system security plan,250,251
SC.L2-3.13.15,EXAMINE,4,system design documentation,250,251
SC.L2-3.13.15,EXAMINE,5,system configuration settings and associated documentation,250,251
SC.L2-3.13.15,EXAMINE,6,system audit logs and records,250,251
SC.L2-3.13.15,EXAMINE,7,other relevant documents or records,250,251
SC.L2-3.13.15,INTERVIEW,1,System or network administrators,250,251
SC.L2-3.13.15,INTERVIEW,2,personnel with information security responsibilities,250,251
SC.L2-3.13.15,TEST,1,Mechanisms supporting or implementing session authenticity,250,251
SC.L2-3.13.16,EXAMINE,1,System and communications protection policy,252,253
SC.L2-3.13.16,EXAMINE,2,procedures addressing protection of information at rest,252,253
SC.L2-3.13.16,EXAMINE,3,system security plan,252,253
SC.L2-3.13.16,EXAMINE,4,system design documentation,252,253
SC.L2-3.13.16,EXAMINE,5,list of information at rest requiring confidentiality protections,252,253
SC.L2-3.13.16,EXAMINE,6,system configuration settings and associated documentation,252,253
SC.L2-3.13.16,EXAMINE,7,cryptographic mechanisms and associated configuration documentation,252,253
SC.L2-3.13.16,EXAMINE,8,other relevant documents or records,252,253
SC.L2-3.13.16,INTERVIEW,1,System or network administrators,252,253
SC.L2-3.13.16,INTERVIEW,2,personnel with information security responsibilities,252,253
SC.L2-3.13.16,INTERVIEW,3,system developer,252,253
SC.L2-3.13.16,TEST,1,Mechanisms supporting or implementing confidentiality protections for information at rest,252,253
SI.L2-3.14.1,EXAMINE,1,System and information integrity policy,254,256
SI.L2-3.14.1,EXAMINE,2,procedures addressing flaw remediation,254,256
SI.L2-3.14.1,EXAMINE,3,procedures addressing configuration management,254,256
SI.L2-3.14.1,EXAMINE,4,system security plan,254,256
SI.L2-3.14.1,EXAMINE,5,list of flaws and vulnerabilities potentially affecting the system,254,256
SI.L2-3.14.1,EXAMINE,6,"list of recent security flaw remediation actions performed on the system (e.g., list of installed patches, service packs, hot fixes, and other software updates to correct system flaws)",254,256
SI.L2-3.14.1,EXAMINE,7,test results from th e installation of software and firmware updates to correct system flaws,254,256
SI.L2-3.14.1,EXAMINE,8,installation/change control records for security -relevant software and firmware updates,254,256
SI.L2-3.14.1,EXAMINE,9,other relevant documents or records,254,256
SI.L2-3.14.1,INTERVIEW,1,System or network administrators,254,256
SI.L2-3.14.1,INTERVIEW,2,personnel with information security responsibilities,254,256
SI.L2-3.14.1,INTERVIEW,3,"personnel installing, configuring, and maintaining the system",254,256
SI.L2-3.14.1,INTERVIEW,4,personnel with responsibility for flaw remediation,254,256
SI.L2-3.14.1,INTERVIEW,5,personnel with configuration management responsibility,254,256
SI.L2-3.14.1,TEST,1,"Organizat ional processes for identifying, reporting, and correcting system flaws",254,256
SI.L2-3.14.1,TEST,2,organizational process for installing software and firmware updates,254,256
SI.L2-3.14.1,TEST,3,"mechanisms 219 NIST SP 800-171A, p. 61. SI.L2-3.14.1 - Flaw Remediation [CUI Data] supporting or implementing reporting, and correcting system flaws",254,256
SI.L2-3.14.1,TEST,4,mechanisms supporting or implementing testing software and firmware updates,254,256
SI.L2-3.14.2,EXAMINE,1,System and information integrity policy,257,259
SI.L2-3.14.2,EXAMINE,2,configuration management policy and procedures,257,259
SI.L2-3.14.2,EXAMINE,3,procedures addressing malicious code protection,257,259
SI.L2-3.14.2,EXAMINE,4,records of malicious code protection updates,257,259
SI.L2-3.14.2,EXAMINE,5,malicious code protection mechanisms,257,259
SI.L2-3.14.2,EXAMINE,6,system security plan,257,259
SI.L2-3.14.2,EXAMINE,7,system configuration settings and associated documentation,257,259
SI.L2-3.14.2,EXAMINE,8,record of actions initiated by malicious code protection mechanisms in response to malicious code detection,257,259
SI.L2-3.14.2,EXAMINE,9,scan results from malicious code protection mechanisms,257,259
SI.L2-3.14.2,EXAMINE,10,system design documentation,257,259
SI.L2-3.14.2,EXAMINE,11,system audit logs and records,257,259
SI.L2-3.14.2,EXAMINE,12,other relevant documents or records,257,259
SI.L2-3.14.2,INTERVIEW,1,System or network administrators,257,259
